"DateTime","NIFTY BANK"
"2002-07-26 00:00:00",1042.31
"2002-07-29 00:00:00",1055.65
"2002-07-30 00:00:00",1040.32
"2002-07-31 00:00:00",1055.87
"2002-08-01 00:00:00",1057.55
"2002-08-02 00:00:00",1051.87
"2002-08-05 00:00:00",1052.98
"2002-08-06 00:00:00",1050.04
"2002-08-07 00:00:00",1051.9
"2002-08-08 00:00:00",1042.89
"2002-08-09 00:00:00",1047.8
"2002-08-12 00:00:00",1045.45
"2002-08-13 00:00:00",1045.88
"2002-08-14 00:00:00",1035.97
"2002-08-16 00:00:00",1041.49
"2002-08-19 00:00:00",1044.76
"2002-08-20 00:00:00",1044.35
"2002-08-21 00:00:00",1042.2
"2002-08-22 00:00:00",1041.21
"2002-08-23 00:00:00",1052.69
"2002-08-26 00:00:00",1055.49
"2002-08-27 00:00:00",1052.33
"2002-08-28 00:00:00",1052.14
"2002-08-29 00:00:00",1051.51
"2002-08-30 00:00:00",1073.63
"2002-09-02 00:00:00",1064.34
"2002-09-03 00:00:00",1054.16
"2002-09-04 00:00:00",1055.17
"2002-09-05 00:00:00",1054.65
"2002-09-06 00:00:00",1058.4
"2002-09-09 00:00:00",1051.61
"2002-09-11 00:00:00",1059.09
"2002-09-12 00:00:00",1068.66
"2002-09-13 00:00:00",1062.2
"2002-09-16 00:00:00",1054.23
"2002-09-17 00:00:00",1063.31
"2002-09-18 00:00:00",1063.12
"2002-09-19 00:00:00",1060.11
"2002-09-20 00:00:00",1049
"2002-09-23 00:00:00",1042.62
"2002-09-24 00:00:00",1043.75
"2002-09-25 00:00:00",1033.49
"2002-09-26 00:00:00",1028.68
"2002-09-27 00:00:00",1044.91
"2002-09-30 00:00:00",1045.23
"2002-10-01 00:00:00",1046.67
"2002-10-03 00:00:00",1040.45
"2002-10-04 00:00:00",1042.49
"2002-10-07 00:00:00",1045.23
"2002-10-08 00:00:00",1041.41
"2002-10-09 00:00:00",1035.34
"2002-10-10 00:00:00",1027.9
"2002-10-11 00:00:00",1032.38
"2002-10-14 00:00:00",1035.77
"2002-10-16 00:00:00",1030.57
"2002-10-17 00:00:00",1026.1
"2002-10-18 00:00:00",1010.45
"2002-10-21 00:00:00",1018.11
"2002-10-22 00:00:00",1008.47
"2002-10-23 00:00:00",1012.37
"2002-10-24 00:00:00",995.15
"2002-10-25 00:00:00",996.55
"2002-10-28 00:00:00",1014.43
